,程度级别词语（中文）,负面评价词语（中文）,负面情感词语（中文）,正面评价词语（中文）,正面情感词语（中文）,主张词语（中文）
弹性,0,0,0,1,0,0
经,0,0,0,1,0,0
含恨,0,0,1,0,0,0
有福气,0,0,0,1,0,0
冒险,0,1,0,0,0,0
舒松,0,0,0,1,0,0
希冀,0,0,0,0,1,0
一干二净,0,0,0,1,0,0
琳琅满目,0,0,0,1,0,0
韶秀,0,0,0,1,0,0
硗薄,0,1,0,0,0,0
狼心狗肺,0,1,0,0,0,0
民怨沸腾,0,0,1,0,0,0
白白,0,1,0,0,0,0
心花怒放,0,0,0,0,1,0
伶俐,0,0,0,1,0,0
万全,0,0,0,1,0,0
头,0,0,0,1,0,0
扎扎实实,0,0,0,1,0,0
诡谲,0,1,0,0,0,0
俗,0,1,0,0,0,0
瞽,0,1,0,0,0,0
聪明过人,0,0,0,1,0,0
操切,0,1,0,0,0,0
高傲,0,1,0,0,0,0
耸人听闻,0,1,0,0,0,0
不甘,0,0,1,0,0,0
下不了台,0,0,1,0,0,0
星星点点,0,1,0,0,0,0
足,1,0,0,0,0,0
明朗朗,0,0,0,1,0,0
豁,0,0,0,1,0,0
积极,0,0,0,1,0,0
相安,0,0,0,1,0,0
疑忌,0,0,1,0,0,0
枯寂,0,1,0,0,0,0
教训,0,0,1,0,0,0
头面,0,0,0,1,0,0
有头有脸,0,0,0,1,0,0
郑重,0,0,0,1,0,0
决定性,0,0,0,1,0,0
怵然,0,0,1,0,0,0
直性子,0,0,0,1,0,0
渴想,0,0,0,0,1,0
槁,0,1,0,0,0,0
肯定,0,0,0,1,1,0
心驰神往,0,0,0,0,1,0
玉洁冰清,0,0,0,1,0,0
悬心,0,0,1,0,0,0
伸缩,0,0,0,1,0,0
三心二意,0,0,1,0,0,0
谙练,0,0,0,1,0,0
好不容易,0,1,0,0,0,0
捕风捉影,0,1,0,0,0,0
很有意义,0,0,0,1,0,0
怯懦,0,1,0,0,0,0
煊赫,0,0,0,1,0,0
吆三喝四,0,1,0,0,0,0
声情并茂,0,0,0,1,0,0
不死心,0,0,1,0,0,0
不公,0,1,0,0,0,0
不悦,0,0,1,0,0,0
占理,0,0,0,1,0,0
复合型,0,1,0,0,0,0
三下五除二,0,0,0,1,0,0
隽永,0,0,0,1,0,0
痴愣,0,0,1,0,0,0
竦,0,0,1,1,0,0
文质彬彬,0,0,0,1,0,0
不适应,0,1,0,0,0,0
刚愎自用,0,1,0,0,0,0
一掷千金,0,1,0,0,0,0
悭吝,0,1,0,0,0,0
莹莹,0,0,0,1,0,0
严酷,0,1,0,0,0,0
如数家珍,0,0,0,1,0,0
捎带,0,0,0,1,0,0
阢,0,1,0,0,0,0
玩世不恭,0,0,1,0,0,0
拥护,0,0,0,0,1,0
崇,0,0,0,1,1,0
眼馋,0,0,0,0,1,0
静谧,0,0,0,1,0,0
有头无尾,0,1,0,0,0,0
成趣,0,0,0,1,0,0
象话,0,0,0,1,0,0
不科学,0,1,0,0,0,0
不忠诚,0,0,1,0,0,0
挂火,0,0,1,0,0,0
衰颓,0,1,0,0,0,0
圆滑,0,1,0,0,0,0
行不通,0,1,0,0,0,0
不对称,0,1,0,0,0,0
弱不禁风,0,1,0,0,0,0
娇憨,0,1,0,0,0,0
跅驰,0,1,0,0,0,0
失节,0,0,1,0,0,0
优质,0,0,0,1,0,0
不合逻辑,0,1,0,0,0,0
寒酸,0,1,0,0,0,0
死板板,0,1,0,0,0,0
怄气,0,0,1,0,0,0
惶恐,0,0,1,0,0,0
芃芃,0,0,0,1,0,0
秘密,0,1,0,0,0,0
少不了,0,0,0,1,0,0
无瑕疵,0,0,0,1,0,0
额手称庆,0,0,0,0,1,0
垂念,0,0,0,0,1,0
出手大方,0,0,0,1,0,0
阴险毒辣,0,1,0,0,0,0
郁郁,0,0,0,1,0,0
失神,0,1,1,0,0,0
哝,0,1,0,0,0,0
痴呆呆,0,1,0,0,0,0
悃,0,0,0,1,0,0
熟悉,0,0,0,1,0,0
软弱,0,1,0,0,0,0
略加,1,0,0,0,0,0
想念,0,0,0,0,1,0
世态炎凉,0,1,0,0,0,0
黠,0,1,0,0,0,0
咋舌,0,0,1,0,0,0
一无所长,0,1,0,0,0,0
蔫不出溜,0,0,0,1,0,0
挤得水泄不通,0,1,0,0,0,0
中文负面情感词语,0,0,1,0,0,0
羼,0,1,0,0,0,0
丧尽天良,0,1,0,0,0,0
纷繁,0,1,0,0,0,0
堙,0,1,0,0,0,0
并茂,0,0,0,1,0,0
和颜悦色,0,0,0,1,0,0
心惊胆颤,0,0,1,0,0,0
蠢,0,1,0,0,0,0
爽,0,0,0,1,1,0
愤愤然,0,0,1,0,0,0
数落,0,0,1,0,0,0
稀松平常,0,1,0,0,0,0
过劲,1,0,0,0,0,0
荒诞不经,0,1,0,0,0,0
失去理性,0,1,0,0,0,0
中正,0,0,0,1,0,0
超常,0,1,0,0,0,0
辱骂,0,0,1,0,0,0
险峭,0,1,0,0,0,0
急眼,0,0,1,0,0,0
学有专长,0,0,0,1,0,0
谈言微中,0,0,0,1,0,0
冒有风险,0,1,0,0,0,0
匀净,0,0,0,1,0,0
侠义,0,0,0,1,0,0
先公后私,0,0,0,1,0,0
富实,0,0,0,1,0,0
不问青红皂白,0,1,0,0,0,0
抱愧,0,0,1,0,0,0
一笔一划,0,0,0,1,0,0
敞亮,0,0,0,1,0,0
奘,0,0,0,1,0,0
歪,0,1,0,0,0,0
崎岖不平,0,1,0,0,0,0
诡计多端,0,1,0,0,0,0
怫,0,0,1,0,0,0
宽畅,0,0,0,0,1,0
缜,0,0,0,1,0,0
戛戛,0,0,0,1,0,0
没有学问,0,1,0,0,0,0
百依百顺,0,0,0,1,0,0
惶然,0,0,1,0,0,0
天经地义,0,0,0,1,0,0
昭彰,0,0,0,1,0,0
绵里藏针,0,1,0,0,0,0
极度悲哀,0,0,1,0,0,0
痴呆,0,1,0,0,0,0
惟我独尊,0,1,0,0,0,0
含混,0,1,0,0,0,0
韪,0,0,0,1,0,0
不懈,0,0,0,1,0,0
孬,0,1,0,0,0,0
不对头,0,1,0,0,0,0
棒,0,0,0,1,0,0
不妥,0,1,0,0,0,0
娴雅,0,0,0,1,0,0
齐,0,0,0,1,0,0
买账,0,0,0,0,1,0
婉约,0,0,0,1,0,0
想不开,0,0,1,0,0,0
绝好,0,0,0,1,0,0
明快生动,0,0,0,1,0,0
刻板,0,1,0,0,0,0
仔仔细细,0,0,0,1,0,0
滟,0,0,0,1,0,0
渴慕,0,0,0,0,1,0
固,0,0,0,1,0,0
琐细,0,1,0,0,0,0
紧凑,0,0,0,1,0,0
糊涂,0,1,0,0,0,0
塌实,0,0,0,1,0,0
遐迩闻名,0,0,0,1,0,0
张冠李戴,0,1,0,0,0,0
反感,0,0,1,0,0,0
销魂,0,0,0,0,1,0
刻意,0,0,0,1,0,0
红红火火,0,0,0,1,0,0
愚,0,1,0,0,0,0
新异,0,0,0,1,0,0
下流,0,1,0,0,0,0
懦,0,1,0,0,0,0
顺势,0,0,0,1,0,0
堵得慌,0,0,1,0,0,0
懒散,0,1,0,0,0,0
严正,0,0,0,1,0,0
摸不准,0,0,1,0,0,0
固执,0,1,0,0,0,0
荒疏,0,1,0,0,0,0
耻骂,0,0,1,0,0,0
确切,0,0,0,1,0,0
枉然,0,1,0,0,0,0
肥沃,0,0,0,1,0,0
花哨,0,0,0,1,0,0
哄闹,0,0,0,1,0,0
阳,0,0,0,1,0,0
萧森,0,1,0,0,0,0
蔼然,0,0,0,1,0,0
言简意赅,0,0,0,1,0,0
宽厚,0,0,0,1,0,0
灏,0,0,0,1,0,0
一等,0,0,0,1,0,0
凄恻,0,0,1,0,0,0
谆,0,0,0,1,0,0
悬红,0,0,0,0,1,0
松散散,0,1,0,0,0,0
蔫不溜,0,0,0,1,0,0
表里如一,0,0,0,1,0,0
贪心不足,0,1,0,0,0,0
明媚,0,0,0,1,0,0
无光泽,0,1,0,0,0,0
勤恳,0,0,0,1,0,0
雍容华贵,0,0,0,1,0,0
阙陋,0,1,0,0,0,0
确当,0,0,0,1,0,0
巽,0,1,0,0,0,0
深透,0,0,0,1,0,0
悲观地,0,1,0,0,0,0
悄没声,0,0,0,1,0,0
馋,0,0,0,0,1,0
语重心长,0,0,0,1,0,0
半新不旧,0,1,0,0,0,0
死心眼,0,1,0,0,0,0
皎,0,0,0,1,0,0
荒淫无耻,0,1,0,0,0,0
热点,0,0,0,1,0,0
繁重,0,1,0,0,0,0
花样翻新,0,0,0,1,0,0
肆,0,1,0,0,0,0
感受到,0,0,0,0,0,1
过于,1,0,0,0,0,0
衔恨,0,0,1,0,0,0
嗜杀成性,0,1,0,0,0,0
前程似锦,0,0,0,1,0,0
香甜可口,0,0,0,1,0,0
粗枝大叶,0,1,0,0,0,0
慨,0,0,0,1,0,0
颓然,0,0,1,0,0,0
刁蛮,0,1,0,0,0,0
黑灯瞎火,0,1,0,0,0,0
无可非议,0,0,0,1,0,0
狂躁,0,1,0,0,0,0
劭,0,0,0,1,0,0
愦,0,1,0,0,0,0
卓著,0,0,0,1,0,0
素雅,0,0,0,1,0,0
质疑,0,0,1,0,0,0
光闪闪,0,0,0,1,0,0
娇生惯养,0,1,0,0,0,0
葱茏,0,0,0,1,0,0
应有,0,0,0,1,0,0
口角春风,0,0,0,0,1,0
轻视,0,0,1,0,0,0
令人齿冷,0,1,0,0,0,0
动态平衡,0,0,0,1,0,0
毫无问题,0,0,0,1,0,0
出神入化,0,0,0,1,0,0
端,0,0,0,1,0,0
废弛,0,1,0,0,0,0
结结巴巴,0,1,0,0,0,0
有派,0,0,0,1,0,0
英明,0,0,0,1,0,0
自私,0,1,0,0,0,0
倔,0,1,0,0,0,0
黯然,0,1,0,0,0,0
得力,0,0,0,1,0,0
翩然,0,0,0,1,0,0
喜盈盈,0,0,0,0,1,0
敬爱,0,0,0,0,1,0
美不胜收,0,0,0,1,0,0
不灵巧,0,1,0,0,0,0
绝色,0,0,0,1,0,0
拾金不昧,0,0,0,1,0,0
划一,0,0,0,1,0,0
口蜜腹剑,0,1,0,0,0,0
消沉,0,0,1,0,0,0
晔,0,0,0,1,0,0
神奥,0,0,0,1,0,0
萎靡,0,0,1,0,0,0
美貌,0,0,0,1,0,0
尖嘴猴腮,0,1,0,0,0,0
妄自尊大,0,1,0,0,0,0
恭喜,0,0,0,0,1,0
赞美,0,0,0,0,1,0
全始全终,0,0,0,1,0,0
枉费心机,0,1,0,0,0,0
风发,0,0,0,1,0,0
固定,0,0,0,1,0,0
没分开,0,0,0,1,0,0
38,0,0,0,0,0,1
等内,0,0,0,1,0,0
丰裕,0,0,0,1,0,0
无懈可击,0,0,0,1,0,0
出手不凡,0,0,0,1,0,0
谐调,0,0,0,1,0,0
糜烂,0,1,0,0,0,0
炫目,0,0,0,1,0,0
瘠薄,0,1,0,0,0,0
看车,0,0,0,0,1,0
乐意,0,0,0,0,1,0
亮锃锃,0,0,0,1,0,0
从心所欲,0,1,0,0,0,0
崎,0,1,0,0,0,0
杲杲,0,0,0,1,0,0
狂暴,0,1,0,0,0,0
顺耳,0,0,0,1,0,0
乐融融,0,0,0,1,0,0
若隐若现,0,1,0,0,0,0
腐化,0,1,0,0,0,0
不甘心,0,0,1,0,0,0
毫发不差,0,0,0,1,0,0
花繁叶茂,0,0,0,1,0,0
徒劳无益,0,1,0,0,0,0
望梅止渴,0,1,0,0,0,0
时新,0,0,0,1,0,0
恝,0,1,0,0,0,0
允,0,0,0,0,1,0
花拳绣腿,0,1,0,0,0,0
歆,0,0,0,0,1,0
险峻,0,1,0,0,0,0
显豁,0,0,0,1,0,0
敬奉,0,0,0,0,1,0
幽寂,0,0,0,1,0,0
怒不可遏,0,0,1,0,0,0
该死,0,1,0,0,0,0
谢天谢地,0,0,0,0,1,0
知趣,0,0,0,1,0,0
馥馥,0,0,0,1,0,0
尤异,0,0,0,1,0,0
茌,0,0,0,1,0,0
苍茫,0,1,0,0,0,0
不赖,0,0,0,1,0,0
无人不晓,0,0,0,1,0,0
行为不检,0,1,0,0,0,0
好吃,0,0,0,1,0,0
胸怀坦白,0,0,0,1,0,0
不是滋味儿,0,1,1,0,0,0
傻里傻气,0,1,0,0,0,0
淡薄,0,1,0,0,0,0
静穆,0,0,0,1,0,0
精湛,0,0,0,1,0,0
虎着脸,0,0,1,0,0,0
疑,0,0,1,0,0,0
马虎,0,1,0,0,0,0
有点,1,0,0,0,0,0
安详,0,0,0,1,0,0
泰然自若,0,0,0,1,0,0
称谢,0,0,0,0,1,0
公而忘私,0,0,0,1,0,0
损,0,1,0,0,0,0
倍加,1,0,0,0,0,0
瘆,0,1,0,0,0,0
倜然,0,1,0,0,0,0
心酸,0,0,1,0,0,0
斗胆,0,0,0,1,0,0
滞涩,0,1,0,0,0,0
莽撞,0,1,0,0,0,0
豪侈,0,1,0,0,0,0
叫真儿,0,0,0,1,0,0
周密,0,0,0,1,0,0
淡然,0,1,0,0,0,0
不好看,0,1,0,0,0,0
有失检点,0,1,0,0,0,0
铁铮铮,0,0,0,1,0,0
艳丽,0,0,0,1,0,0
光洁,0,0,0,1,0,0
和软,0,0,0,1,0,0
低效能,0,1,0,0,0,0
匠心独具,0,0,0,1,0,0
志愿,0,0,0,0,1,0
令人困倦,0,1,0,0,0,0
怕事,0,0,0,1,0,0
凄切,0,0,1,0,0,0
在乎,0,0,1,0,1,0
魂牵梦萦,0,0,0,0,1,0
贸贸然,0,1,0,0,0,0
笨手笨脚,0,1,0,0,0,0
不相适应,0,1,0,0,0,0
情愿,0,0,0,0,1,0
一门心思,0,0,0,1,0,0
迫切需要,0,0,0,0,1,0
艰,0,1,0,0,0,0
闷,0,1,1,0,0,0
孜孜不倦,0,0,0,1,0,0
慑,0,0,1,0,0,0
目光如豆,0,1,0,0,0,0
动怒,0,0,1,0,0,0
峭,0,1,0,0,0,0
手紧,0,1,0,0,0,0
学识浅薄,0,1,0,0,0,0
越礼,0,1,0,0,0,0
保皇,0,0,0,1,0,0
汹涌澎湃,0,0,0,1,0,0
好奇,0,0,0,0,1,0
苦恼,0,0,1,0,0,0
万众瞩目,0,0,0,1,0,0
叹为观止,0,0,0,0,1,0
破败,0,1,0,0,0,0
卓绝,1,0,0,0,0,0
黑乎乎,0,1,0,0,0,0
孤单,0,1,0,0,0,0
叫苦连天,0,0,1,0,0,0
历历可数,0,0,0,1,0,0
深远,0,0,0,1,0,0
逗,0,0,0,1,0,0
繁乱,0,1,0,0,0,0
憝,0,1,1,0,0,0
详悉,0,0,0,1,0,0
不愧,0,0,0,0,1,0
指责,0,0,1,0,0,0
过问,0,0,0,0,1,0
绝妙,0,0,0,1,0,0
风光,0,0,0,1,0,0
猥鄙,0,1,0,0,0,0
孤独,0,1,0,0,0,0
犒劳,0,0,0,0,1,0
志在千里,0,0,0,1,0,0
无实效,0,1,0,0,0,0
无所顾忌,0,0,0,1,0,0
气贯长虹,0,0,0,1,0,0
外面儿光,0,1,0,0,0,0
啰里啰唆,0,1,0,0,0,0
艰苦卓绝,0,1,0,0,0,0
嗜血成性,0,1,0,0,0,0
阳性,0,0,0,1,0,0
挤满,0,1,0,0,0,0
鄙视,0,0,1,0,0,0
造作,0,1,0,0,0,0
羞恶,0,0,1,0,0,0
斜歪,0,1,0,0,0,0
简练,0,0,0,1,0,0
似乎,0,1,0,0,0,0
伤,0,0,1,0,0,0
不利于健康,0,1,0,0,0,0
不虔诚,0,1,0,0,0,0
目光远大,0,0,0,1,0,0
变化多端,0,1,0,0,0,0
心焦,0,0,1,0,0,0
瞧不起,0,0,1,0,0,0
可笑,0,0,0,1,0,0
极度悲伤,0,0,1,0,0,0
抱歉,0,0,1,0,0,0
说不,0,0,1,0,0,0
盼望,0,0,0,0,1,0
批斗,0,0,1,0,0,0
主观,0,1,0,0,0,0
畏葸,0,0,1,0,0,0
戚戚,0,0,1,0,0,0
满腔热忱,0,0,0,1,0,0
不幸,0,1,0,0,0,0
装腔,0,1,0,0,0,0
板着面孔,0,0,1,0,0,0
昏天黑地,0,1,0,0,0,0
嗜血,0,1,0,0,0,0
锋芒毕露,0,1,0,0,0,0
焦心,0,0,1,0,0,0
滞销,0,1,0,0,0,0
轻贱,0,1,0,0,0,0
探囊取物,0,0,0,1,0,0
原始,0,1,0,0,0,0
品学兼优,0,0,0,1,0,0
等而下之,0,1,0,0,0,0
死沉沉,0,1,0,0,0,0
明慧,0,0,0,1,0,0
嬉笑怒骂,0,0,1,0,0,0
与世隔绝,0,1,0,0,0,0
吉庆,0,0,0,1,0,0
新潮,0,0,0,1,0,0
谦虚,0,0,0,1,0,0
盯紧,0,0,0,0,1,0
可叹,0,1,0,0,0,0
抱疚,0,0,1,0,0,0
平白,0,1,0,0,0,0
领情,0,0,0,0,1,0
口紧,0,0,0,1,0,0
低,0,1,0,0,0,0
面色蜡黄,0,1,0,0,0,0
闪亮,0,0,0,1,0,0
淫贱,0,1,0,0,0,0
好玩,0,0,0,1,0,0
打入冷宫,0,0,1,0,0,0
有价值,0,0,0,1,0,0
发飙,0,0,1,0,0,0
乱套,0,1,0,0,0,0
惦记,0,0,1,0,0,0
灿亮,0,0,0,1,0,0
百废俱兴,0,0,0,1,0,0
注重,0,0,0,0,1,0
精神百倍,0,0,0,1,0,0
促狭,0,1,0,0,0,0
因陋就简,0,0,0,1,0,0
有条有理,0,0,0,1,0,0
荦,0,0,0,1,0,0
从轻,0,0,0,1,0,0
张狂,0,1,0,0,0,0
忧闷,0,0,1,0,0,0
不稳定,0,1,0,0,0,0
鸡蛋里挑骨头,0,0,1,0,0,0
驽钝,0,1,0,0,0,0
祸从天降,0,1,0,0,0,0
半信半疑,0,0,1,0,0,0
鼎沸,0,1,0,0,0,0
无聊,0,1,1,0,0,0
舒畅,0,0,0,1,1,0
一把死拿,0,1,0,0,0,0
吐气扬眉,0,0,0,0,1,0
排列整齐,0,0,0,1,0,0
愕然,0,0,1,0,0,0
畏忌,0,0,1,0,0,0
学究气,0,1,0,0,0,0
大错而特错,0,1,0,0,0,0
送往迎来,0,0,0,0,1,0
隐身,0,1,0,0,0,0
无助,0,1,0,0,0,0
没劲,0,1,0,0,0,0
面呈病色,0,1,0,0,0,0
抑郁寡欢,0,0,1,0,0,0
彬彬,0,0,0,1,0,0
无光,0,1,0,0,0,0
如醉如痴,0,0,0,0,1,0
博学多才,0,0,0,1,0,0
世故,0,1,0,0,0,0
忿恚,0,0,1,0,0,0
抨击,0,0,1,0,0,0
突出,0,0,0,1,0,0
拔尖,0,0,0,1,0,0
肥,0,0,0,1,0,0
愚昧无知,0,1,0,0,0,0
小小不言,0,1,0,0,0,0
绵甜,0,0,0,1,0,0
清真,0,0,0,1,0,0
愉,0,0,0,0,1,0
好情,0,0,0,0,1,0
呼之欲出,0,0,0,1,0,0
气不过,0,0,1,0,0,0
犹豫不前,0,1,0,0,0,0
顽钝,0,1,0,0,0,0
懵懵懂懂,0,1,0,0,0,0
谧静,0,0,0,1,0,0
彪炳千古,0,0,0,1,0,0
滑溜,0,0,0,1,0,0
迂阔,0,1,0,0,0,0
悔不当初,0,0,1,0,0,0
满园春色,0,0,0,1,0,0
云谲波诡,0,1,0,0,0,0
潮,0,1,0,0,0,0
真真实实,0,0,0,1,0,0
轻轻松松,0,0,0,1,0,0
低智,0,1,0,0,0,0
沮丧,0,0,1,0,0,0
虚无,0,1,0,0,0,0
不可收拾,0,1,0,0,0,0
不正当,0,1,0,0,0,0
哀,0,0,1,0,0,0
毫无错误,0,0,0,1,0,0
哀鸿遍野,0,1,0,0,0,0
均一,0,0,0,1,0,0
神妙,0,0,0,1,0,0
高性能,0,0,0,1,0,0
愣是,0,0,0,1,0,0
有两手,0,0,0,1,0,0
謇,0,0,0,1,0,0
酥,0,1,0,0,0,0
秽亵,0,1,0,0,0,0
拉不下脸来,0,0,1,0,0,0
众所周知,0,0,0,1,0,0
益,1,0,0,1,0,0
风平浪静,0,0,0,1,0,0
简约,0,0,0,1,0,0
吉,0,0,0,1,0,0
骂街,0,0,1,0,0,0
奚幸,0,0,1,0,0,0
玮,0,0,0,1,0,0
玄奥,0,0,0,1,0,0
皎皎,0,0,0,1,0,0
手无缚鸡之力,0,1,0,0,0,0
悖谬,0,1,0,0,0,0
油光光,0,0,0,1,0,0
皮,0,1,0,0,0,0
形单影只,0,1,0,0,0,0
细密,0,0,0,1,0,0
悬乎,0,1,0,0,0,0
滞呆,0,0,1,0,0,0
秀慧,0,0,0,1,0,0
精神饱满,0,0,0,1,0,0
艳冶,0,0,0,1,0,0
昭著,0,0,0,1,0,0
走油,0,1,0,0,0,0
妄想,0,0,0,0,1,0
悦耳,0,0,0,1,0,0
非法,0,1,0,0,0,0
忧心,0,0,1,0,0,0
照本宣科,0,1,0,0,0,0
过分,1,0,0,0,0,0
骑虎难下,0,0,1,0,0,0
碎,0,1,0,0,0,0
浮光掠影,0,1,0,0,0,0
温良,0,0,0,1,0,0
痛感,0,0,0,0,0,1
一字不差地,0,0,0,1,0,0
一叶知秋,0,0,0,1,0,0
使性子,0,0,1,0,0,0
矍,0,0,1,0,0,0
灵,0,0,0,1,0,0
率真,0,0,0,1,0,0
宽洪,0,0,0,1,0,0
毛躁,0,1,0,0,0,0
见义勇为,0,0,0,0,1,0
旖旎,0,0,0,1,0,0
乖剌,0,1,0,0,0,0
邪恶,0,1,0,0,0,0
死心塌地,0,1,0,0,0,0
媢,0,0,0,0,1,0
写意,0,0,0,1,1,0
斗,0,0,1,0,0,0
过河拆桥,0,1,0,0,0,0
无比,1,0,0,0,0,0
垂头丧气,0,0,1,0,0,0
漠,0,1,0,0,0,0
圣,0,0,0,1,0,0
周详,0,0,0,1,0,0
不限,0,0,0,1,0,0
坦诚相见,0,0,0,1,0,0
倔犟,0,1,0,0,0,0
石破天惊,0,0,0,1,0,0
费时,0,1,0,0,0,0
空中楼阁,0,1,0,0,0,0
藐小,0,1,0,0,0,0
老赶,0,1,0,0,0,0
偷偷摸摸,0,1,0,0,0,0
严冷,0,1,0,0,0,0
高看,0,0,0,0,1,0
心地纯良,0,0,0,1,0,0
披沥,0,0,0,1,0,0
情真意切,0,0,0,1,0,0
名特优新,0,0,0,1,0,0
坑洼不平,0,1,0,0,0,0
自来熟,0,0,0,1,0,0
棘手,0,1,0,0,0,0
冷落,0,1,0,0,0,0
一毛不拔,0,1,0,0,0,0
病殃殃,0,1,0,0,0,0
不显眼,0,1,0,0,0,0
中,0,0,0,1,0,0
摇头晃脑,0,0,0,0,1,0
臭哄哄,0,1,0,0,0,0
水滴石穿,0,0,0,1,0,0
欣羡,0,0,0,0,1,0
雅致,0,0,0,1,0,0
秀巧,0,0,0,1,0,0
长长短短,0,1,0,0,0,0
歹毒,0,1,0,0,0,0
明白,0,0,0,1,0,0
灰沉沉,0,1,0,0,0,0
愁惨,0,0,1,0,0,0
含情,0,0,0,1,0,0
准期,0,0,0,1,0,0
安定,0,0,0,1,0,0
火头上,0,0,1,0,0,0
良莠不齐,0,1,0,0,0,0
惊喜,0,0,0,0,1,0
妍丽,0,0,0,1,0,0
详细,0,0,0,1,0,0
允当,0,0,0,1,0,0
蒙胧,0,1,0,0,0,0
驳杂,0,1,0,0,0,0
古朴,0,0,0,1,0,0
经济宽裕,0,0,0,1,0,0
幽婉,0,0,0,1,0,0
低级,0,1,0,0,0,0
赤胆忠心,0,0,0,1,0,0
理想化,0,0,0,1,0,0
俊俏,0,0,0,1,0,0
暝,0,1,0,0,0,0
笨,0,1,0,0,0,0
网开一面,0,0,0,1,0,0
委琐,0,1,0,0,0,0
明晰,0,0,0,1,0,0
寓意深刻,0,0,0,1,0,0
举止文雅,0,0,0,1,0,0
心直口快,0,0,0,1,0,0
烦扰,0,0,1,0,0,0
贬斥,0,0,1,0,0,0
娇,0,1,0,1,0,0
唯唯诺诺,0,0,0,1,0,0
雄伟,0,0,0,1,0,0
欣,0,0,0,0,1,0
二把刀,0,1,0,0,0,0
彪炳史册,0,0,0,1,0,0
迟疑,0,0,1,0,0,0
木然,0,0,1,0,0,0
邃,0,0,0,1,0,0
虢,0,1,0,0,0,0
发觉,0,0,0,0,0,1
甚为,1,0,0,0,0,0
悲恻,0,0,1,0,0,0
卓尔不群,0,0,0,1,0,0
谫,0,1,0,0,0,0
黑白分明,0,0,0,1,0,0
说项,0,0,0,0,1,0
可亲,0,0,0,1,0,0
无赖,0,1,0,0,0,0
浇漓,0,1,0,0,0,0
哀怜,0,0,1,0,0,0
淘,0,1,0,0,0,0
礼貌性,0,0,0,1,0,0
可有可无,0,1,0,0,0,0
残,0,1,0,0,0,0
面有愧色,0,0,1,0,0,0
没错儿,0,0,0,1,0,0
见怪,0,0,1,0,0,0
腆,0,1,0,0,0,0
海枯石烂,0,0,0,1,0,0
和悦,0,0,0,1,0,0
奸猾,0,1,0,0,0,0
浑浑噩噩,0,1,0,0,0,0
甘美多汁,0,0,0,1,0,0
非正统,0,1,0,0,0,0
冀求,0,0,0,0,1,0
有礼,0,0,0,1,0,0
彪炳,0,0,0,1,0,0
老大难,0,1,0,0,0,0
诚心诚意,0,0,0,1,0,0
指望,0,0,0,0,1,0
自得,0,0,0,0,1,0
瑰,0,0,0,1,0,0
称赞,0,0,0,0,1,0
晶莹,0,0,0,1,0,0
乌漆墨黑,0,1,0,0,0,0
拉长个脸,0,0,1,0,0,0
非生产性,0,1,0,0,0,0
令人厌恶,0,1,0,0,0,0
敦厚,0,0,0,1,0,0
受过良好训练,0,0,0,1,0,0
现实,0,0,0,1,0,0
时髦,0,0,0,1,0,0
不公正,0,1,0,0,0,0
大吃一惊,0,0,1,0,0,0
尽心尽力,0,0,0,1,0,0
晦涩,0,1,0,0,0,0
文文静静,0,0,0,1,0,0
大有益处,0,0,0,1,0,0
莺声燕语,0,0,0,1,0,0
谨饬,0,0,0,1,0,0
挑三拣四,0,0,0,0,1,0
优越,0,0,0,1,0,0
酹,0,0,0,0,1,0
不好使,0,1,0,0,0,0
怀着恶意,0,1,0,0,0,0
影影绰绰,0,1,0,0,0,0
胡乱,0,1,0,0,0,0
半路出家,0,1,0,0,0,0
见风转舵,0,1,0,0,0,0
刚刚,0,0,0,1,0,0
心胸狭窄,0,1,0,0,0,0
孤寡,0,1,0,0,0,0
确定不移,0,0,0,1,0,0
吃错药,0,0,1,0,0,0
气不平,0,0,1,0,0,0
供奉,0,0,0,0,1,0
昏暗,0,1,0,0,0,0
贫苦,0,1,0,0,0,0
唐突,0,1,0,0,0,0
辛辛苦苦,0,1,0,0,0,0
全,0,0,0,1,0,0
萧然,0,1,0,0,0,0
恬,0,0,0,1,0,0
拜服,0,0,0,0,1,0
万无一失,0,0,0,1,0,0
其乐无穷,0,0,0,1,0,0
妥当,0,0,0,1,0,0
货真价实,0,0,0,1,0,0
好不,1,0,0,0,0,0
紧巴,0,1,0,0,0,0
在困难中,0,1,0,0,0,0
祗,0,0,0,0,1,0
淡雅,0,0,0,1,0,0
哿,0,0,0,1,1,0
大咧咧,0,1,0,0,0,0
碌,0,1,0,0,0,0
臭气冲天,0,1,0,0,0,0
显然,0,0,0,1,0,0
常,0,0,0,1,0,0
舒服,0,0,0,1,1,0
倔头倔脑,0,1,0,0,0,0
神圣不可侵犯,0,0,0,1,0,0
过谦,0,0,0,1,0,0
暗地,0,1,0,0,0,0
穰穰,0,0,0,1,0,0
意马心猿,0,1,0,0,0,0
蔫不声,0,0,0,1,0,0
茫茫然,0,1,0,0,0,0
明智,0,0,0,1,0,0
招笑儿,0,0,0,1,0,0
中允,0,0,0,1,0,0
济,0,0,0,1,0,0
含糊,0,1,0,0,0,0
毖,0,0,0,1,0,0
曲折,0,1,0,0,0,0
停妥,0,0,0,1,0,0
娇美,0,0,0,1,0,0
毫不客气,0,1,0,0,0,0
熠,0,0,0,1,0,0
